"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"15/01/2020","1.554,00","1.546,80","1.558,80","1.546,50","310,07K","0,61%"
"14/01/2020","1.544,60","1.548,60","1.549,50","1.536,40","340,91K","-0,39%"
"13/01/2020","1.550,60","1.563,00","1.563,10","1.547,00","311,73K","-0,61%"
"10/01/2020","1.560,10","1.553,40","1.564,10","1.546,70","344,34K","0,37%"
"09/01/2020","1.554,30","1.557,70","1.562,40","1.541,00","372,88K","-0,38%"
"08/01/2020","1.560,20","1.578,80","1.613,30","1.553,40","813,41K","-0,90%"
"07/01/2020","1.574,30","1.567,40","1.579,20","1.557,00","435,87K","0,35%"
"06/01/2020","1.568,80","1.562,70","1.590,90","1.562,30","558,97K","1,06%"
"03/01/2020","1.552,40","1.531,70","1.556,60","1.530,40","436,74K","1,59%"
"02/01/2020","1.528,10","1.521,00","1.534,00","1.519,70","270,55K","0,33%"
"31/12/2019","1.523,10","1.517,70","1.529,00","1.517,50","220,85K","0,30%"
"30/12/2019","1.518,60","1.515,90","1.519,10","1.513,50","178,72K","0,28%"
"27/12/2019","1.514,30","1.512,00","1.515,60","1.508,80","0,84K","0,24%"
"26/12/2019","1.510,70","1.498,70","1.513,60","1.498,20","1,01K","0,67%"
"24/12/2019","1.500,60","1.485,00","1.500,80","1.483,90","0,50K","1,10%"
"23/12/2019","1.484,30","1.477,80","1.485,40","1.477,50","3,42K","0,49%"
"20/12/2019","1.477,00","1.478,80","1.480,40","1.475,80","0,30K","-0,22%"
"19/12/2019","1.480,20","1.475,70","1.481,20","1.472,60","1,69K","0,37%"
"18/12/2019","1.474,70","1.476,70","1.480,00","1.470,50","0,78K","-0,16%"
"17/12/2019","1.477,00","1.477,60","1.481,50","1.475,90","2,75K","-0,06%"
"16/12/2019","1.477,90","1.477,10","1.481,30","1.475,40","0,46K","-0,05%"
"13/12/2019","1.478,60","1.469,50","1.479,70","1.463,30","0,82K","0,60%"
"12/12/2019","1.469,80","1.476,50","1.488,90","1.465,80","1,15K","-0,20%"
"11/12/2019","1.472,70","1.466,20","1.481,00","1.465,00","0,60K","0,46%"
"10/12/2019","1.465,90","1.463,90","1.470,70","1.462,40","0,64K","0,21%"
"09/12/2019","1.462,80","1.461,10","1.467,30","1.460,70","2,25K","0,02%"
"06/12/2019","1.462,50","1.478,20","1.481,50","1.461,00","0,68K","-1,20%"
"05/12/2019","1.480,30","1.477,60","1.482,70","1.475,90","0,64K","0,19%"
"04/12/2019","1.477,50","1.480,40","1.487,00","1.474,00","0,88K","-0,28%"
"03/12/2019","1.481,60","1.465,50","1.484,70","1.462,80","1,40K","1,04%"
"02/12/2019","1.466,40","1.467,30","1.468,50","1.457,40","1,40K","-0,24%"
"29/11/2019","1.470,00","1.459,30","1.470,10","1.456,90","1,63K","-0,18%"
"28/11/2019","1.472,70","1.461,20","1.472,90","1.459,10","272,34K","1,02%"
"27/11/2019","1.457,90","1.465,60","1.465,60","1.457,00","4,34K","-0,16%"
"26/11/2019","1.460,30","1.455,10","1.462,90","1.449,60","346,36K","0,23%"
"25/11/2019","1.456,90","1.461,00","1.462,00","1.453,90","298,71K","-0,46%"
"22/11/2019","1.463,60","1.464,30","1.473,40","1.461,20","320,50K","0,00%"
"21/11/2019","1.463,60","1.475,10","1.475,90","1.462,40","388,34K","-0,72%"
"20/11/2019","1.474,20","1.472,70","1.479,20","1.466,10","369,97K","-0,01%"
"19/11/2019","1.474,30","1.471,90","1.475,80","1.465,10","307,86K","0,16%"
"18/11/2019","1.471,90","1.467,80","1.474,40","1.456,60","331,24K","0,23%"
"15/11/2019","1.468,50","1.471,90","1.472,10","1.462,80","251,21K","-0,33%"
"14/11/2019","1.473,40","1.464,00","1.475,50","1.461,70","317,40K","0,69%"
"13/11/2019","1.463,30","1.456,50","1.467,90","1.456,40","352,33K","0,66%"
"12/11/2019","1.453,70","1.455,90","1.461,30","1.446,20","429,61K","-0,23%"
"11/11/2019","1.457,10","1.460,00","1.467,40","1.448,90","310,16K","-0,40%"
"08/11/2019","1.462,90","1.469,00","1.473,90","1.457,00","447,07K","-0,24%"
"07/11/2019","1.466,40","1.492,10","1.493,60","1.461,40","674,98K","-1,79%"
"06/11/2019","1.493,10","1.484,30","1.495,90","1.483,80","313,72K","0,63%"
"05/11/2019","1.483,70","1.511,60","1.511,90","1.480,70","593,62K","-1,81%"
"04/11/2019","1.511,10","1.516,40","1.517,10","1.506,50","260,20K","-0,02%"
"01/11/2019","1.511,40","1.515,10","1.519,00","1.505,40","380,99K","-0,22%"
"31/10/2019","1.514,80","1.498,80","1.516,70","1.496,00","390,01K","1,21%"
"30/10/2019","1.496,70","1.490,50","1.499,30","1.483,10","353,64K","0,63%"
"29/10/2019","1.487,40","1.491,50","1.492,90","1.482,70","0,43K","-0,34%"
"28/10/2019","1.492,40","1.503,60","1.506,30","1.489,10","0,36K","-0,62%"
"25/10/2019","1.501,70","1.502,10","1.517,00","1.499,70","0,44K","0,05%"
"24/10/2019","1.501,00","1.490,40","1.502,40","1.486,70","1,01K","0,62%"
"23/10/2019","1.491,80","1.487,30","1.495,10","1.486,70","0,57K","0,55%"
"22/10/2019","1.483,60","1.483,70","1.488,20","1.480,00","0,79K","-0,04%"
"21/10/2019","1.484,20","1.490,70","1.494,70","1.481,60","1,24K","-0,39%"
"18/10/2019","1.490,00","1.492,50","1.492,90","1.484,80","0,78K","-0,28%"
"17/10/2019","1.494,20","1.490,10","1.496,10","1.484,30","1,60K","0,27%"
"16/10/2019","1.490,20","1.480,50","1.491,20","1.477,10","0,54K","0,71%"
"15/10/2019","1.479,70","1.493,10","1.498,00","1.477,70","0,78K","-0,94%"
"14/10/2019","1.493,80","1.488,00","1.496,80","1.483,30","0,98K","0,61%"
"11/10/2019","1.484,70","1.495,80","1.503,80","1.474,70","1,43K","-0,82%"
"10/10/2019","1.497,00","1.512,50","1.517,80","1.492,00","0,97K","-0,79%"
"09/10/2019","1.508,90","1.509,50","1.512,50","1.501,50","0,29K","0,59%"
"08/10/2019","1.500,10","1.495,00","1.511,00","1.488,40","1,30K","-0,04%"
"07/10/2019","1.500,70","1.514,10","1.515,10","1.492,00","0,29K","-0,56%"
"04/10/2019","1.509,20","1.509,00","1.516,50","1.498,10","0,57K","-0,06%"
"03/10/2019","1.510,10","1.502,10","1.521,00","1.498,30","0,62K","0,40%"
"02/10/2019","1.504,10","1.482,90","1.507,00","1.477,70","0,80K","1,27%"
"01/10/2019","1.485,20","1.475,00","1.489,30","1.461,50","1,18K","1,09%"
"30/09/2019","1.469,20","1.497,60","1.503,20","1.467,00","1,54K","-2,23%"
"27/09/2019","1.502,70","1.508,30","1.510,10","1.489,80","1,03K","-0,34%"
"26/09/2019","1.507,90","1.503,70","1.512,00","1.500,00","8,18K","0,19%"
"25/09/2019","1.505,10","1.530,90","1.534,90","1.499,80","15,73K","-1,79%"
"24/09/2019","1.532,60","1.522,80","1.535,60","1.515,50","8,57K","0,56%"
"23/09/2019","1.524,00","1.515,20","1.526,70","1.511,00","7,98K","1,06%"
"20/09/2019","1.508,00","1.499,50","1.517,40","1.498,70","7,38K","0,57%"
"19/09/2019","1.499,50","1.494,40","1.505,10","1.489,80","4,86K","-0,64%"
"18/09/2019","1.509,10","1.502,60","1.512,20","1.484,00","8,29K","0,15%"
"17/09/2019","1.506,90","1.499,40","1.508,40","1.494,60","10,85K","0,14%"
"16/09/2019","1.504,80","1.500,30","1.512,80","1.496,90","5,61K","0,80%"
"13/09/2019","1.492,90","1.499,80","1.509,80","1.486,70","6,27K","-0,53%"
"12/09/2019","1.500,80","1.499,10","1.525,40","1.490,50","6,91K","0,28%"
"11/09/2019","1.496,60","1.486,80","1.499,60","1.486,80","4,59K","0,26%"
"10/09/2019","1.492,70","1.500,20","1.502,50","1.485,70","6,18K","-0,78%"
"09/09/2019","1.504,50","1.509,20","1.517,10","1.499,10","7,33K","-0,30%"
"06/09/2019","1.509,00","1.520,60","1.529,60","1.504,50","12,64K","-0,66%"
"05/09/2019","1.519,00","1.555,00","1.555,50","1.508,20","13,90K","-2,25%"
"04/09/2019","1.554,00","1.549,80","1.559,80","1.536,50","8,15K","0,28%"
"03/09/2019","1.549,60","1.526,00","1.552,50","1.521,70","8,48K","-0,40%"
"02/09/2019","1.555,90","1.535,20","1.558,90","1.528,00","554,83K","2,16%"
"30/08/2019","1.523,00","1.530,60","1.535,70","1.519,30","6,28K","-0,49%"
"29/08/2019","1.530,50","1.542,20","1.553,40","1.522,30","16,57K","-0,54%"
"28/08/2019","1.538,80","1.540,90","1.546,00","1.531,70","2,76K","-0,17%"
"27/08/2019","1.541,40","1.526,90","1.543,90","1.526,00","1,89K","0,93%"
"26/08/2019","1.527,20","1.535,40","1.555,00","1.525,40","2,35K","-0,05%"
"23/08/2019","1.527,90","1.498,20","1.530,20","1.493,40","2,73K","1,95%"
"22/08/2019","1.498,70","1.502,50","1.504,50","1.492,60","2,13K","-0,49%"
"21/08/2019","1.506,10","1.506,00","1.508,10","1.497,10","2,10K","-0,01%"
"20/08/2019","1.506,30","1.497,60","1.509,00","1.494,90","1,60K","0,28%"
"19/08/2019","1.502,10","1.513,00","1.513,50","1.493,90","1,62K","-0,79%"
"16/08/2019","1.514,10","1.524,30","1.528,30","1.504,80","1,25K","-0,50%"
"15/08/2019","1.521,70","1.519,40","1.527,60","1.509,50","2,35K","0,21%"
"14/08/2019","1.518,50","1.502,80","1.525,40","1.495,00","3,03K","0,94%"
"13/08/2019","1.504,30","1.512,30","1.536,00","1.480,00","6,27K","-0,23%"
"12/08/2019","1.507,70","1.499,10","1.519,30","1.488,80","3,57K","0,61%"
"09/08/2019","1.498,60","1.509,20","1.509,80","1.496,20","2,78K","-0,07%"
"08/08/2019","1.499,70","1.502,30","1.511,10","1.491,90","2,49K","-0,66%"
"07/08/2019","1.509,60","1.476,90","1.512,40","1.475,70","7,32K","2,33%"
"06/08/2019","1.475,20","1.472,10","1.477,90","1.459,30","3,80K","0,51%"
"05/08/2019","1.467,70","1.444,90","1.473,20","1.440,10","4,77K","1,31%"
"02/08/2019","1.448,70","1.449,70","1.451,50","1.434,40","4,02K","1,72%"
"01/08/2019","1.424,20","1.413,00","1.450,00","1.403,80","5,69K","-0,34%"
"31/07/2019","1.429,10","1.435,00","1.439,00","1.413,80","4,03K","-0,30%"
"30/07/2019","1.433,40","1.430,70","1.437,50","1.426,30","3,55K","0,92%"
"29/07/2019","1.420,40","1.419,00","1.428,00","1.414,40","224,27K","0,08%"
"26/07/2019","1.419,30","1.414,90","1.424,80","1.412,90","306,02K","0,33%"
"25/07/2019","1.414,70","1.426,80","1.434,10","1.411,10","489,39K","-0,63%"
"24/07/2019","1.423,60","1.418,60","1.430,00","1.416,70","318,16K","0,13%"
"23/07/2019","1.421,70","1.426,00","1.431,40","1.414,60","386,68K","-0,36%"
"22/07/2019","1.426,90","1.428,50","1.430,80","1.423,00","255,35K","0,01%"
"19/07/2019","1.426,70","1.448,30","1.454,40","1.421,10","530,02K","-0,10%"
"18/07/2019","1.428,10","1.428,50","1.449,70","1.415,60","481,33K","0,34%"
"17/07/2019","1.423,30","1.407,90","1.428,40","1.401,30","358,17K","0,86%"
"16/07/2019","1.411,20","1.416,40","1.420,00","1.402,10","334,82K","-0,16%"
"15/07/2019","1.413,50","1.417,70","1.421,60","1.409,30","243,38K","0,09%"
"12/07/2019","1.412,20","1.406,20","1.418,90","1.404,50","284,97K","0,39%"
"11/07/2019","1.406,70","1.421,10","1.429,40","1.402,70","400,09K","-0,41%"
"10/07/2019","1.412,50","1.400,00","1.421,10","1.391,80","443,50K","0,86%"
"09/07/2019","1.400,50","1.397,90","1.402,40","1.387,50","287,18K","0,04%"
"08/07/2019","1.400,00","1.401,00","1.409,90","1.393,80","318,69K","-0,01%"
"05/07/2019","1.400,10","1.421,60","1.426,80","1.388,60","577,38K","0,00%"
"04/07/2019","1.400,10","1.421,60","1.426,80","1.388,60","577,38K","-1,46%"
"03/07/2019","1.420,90","1.424,70","1.441,00","1.414,70","419,61K","0,92%"
"02/07/2019","1.408,00","1.386,20","1.424,00","1.386,20","383,25K","1,35%"
"01/07/2019","1.389,30","1.401,80","1.401,90","1.384,70","389,76K","-1,73%"
"28/06/2019","1.413,70","1.413,30","1.427,80","1.408,60","306,62K","0,12%"
"27/06/2019","1.412,00","1.412,70","1.415,30","1.401,40","336,36K","0,04%"
"26/06/2019","1.411,50","1.421,80","1.421,80","1.380,00","1,33K","-0,30%"
"25/06/2019","1.415,80","1.419,90","1.438,20","1.412,50","0,94K","0,04%"
"24/06/2019","1.415,20","1.401,10","1.421,40","1.401,10","0,98K","1,28%"
"21/06/2019","1.397,30","1.389,90","1.412,00","1.383,40","0,98K","0,23%"
"20/06/2019","1.394,10","1.361,20","1.393,90","1.358,80","1,10K","3,59%"
"19/06/2019","1.345,80","1.347,80","1.363,00","1.342,00","0,65K","-0,15%"
"18/06/2019","1.347,80","1.340,90","1.354,80","1.339,60","0,90K","0,58%"
"17/06/2019","1.340,00","1.342,50","1.343,90","1.333,90","0,56K","-0,13%"
"14/06/2019","1.341,70","1.343,40","1.359,00","1.338,70","1,50K","0,07%"
"13/06/2019","1.340,80","1.334,90","1.344,00","1.333,30","0,62K","0,52%"
"12/06/2019","1.333,90","1.327,50","1.338,80","1.326,80","0,61K","0,42%"
"11/06/2019","1.328,30","1.328,90","1.330,40","1.320,80","0,38K","0,15%"
"10/06/2019","1.326,30","1.336,80","1.337,50","1.326,10","0,47K","-1,27%"
"07/06/2019","1.343,30","1.337,10","1.349,50","1.332,60","0,79K","0,26%"
"06/06/2019","1.339,80","1.332,30","1.341,20","1.328,80","0,51K","0,69%"
"05/06/2019","1.330,60","1.327,30","1.345,60","1.326,90","0,91K","0,37%"
"04/06/2019","1.325,70","1.327,00","1.330,80","1.322,20","0,82K","0,06%"
"03/06/2019","1.324,90","1.308,00","1.329,70","1.308,00","1,04K","1,29%"
"31/05/2019","1.308,00","1.290,30","1.308,50","1.289,70","1,98K","1,40%"
"30/05/2019","1.289,90","1.282,10","1.291,00","1.276,70","1,19K","0,69%"
"29/05/2019","1.281,00","1.278,90","1.285,20","1.278,40","189,69K","0,31%"
"28/05/2019","1.277,10","1.283,50","1.286,90","1.275,10","362,16K","0,00%"
"27/05/2019","1.277,10","1.283,50","1.286,90","1.275,10","362,16K","-0,51%"
"24/05/2019","1.283,60","1.283,20","1.284,70","1.280,10","218,71K","-0,14%"
"23/05/2019","1.285,40","1.273,30","1.287,10","1.272,10","330,16K","0,88%"
"22/05/2019","1.274,20","1.274,40","1.277,10","1.272,00","191,37K","0,08%"
"21/05/2019","1.273,20","1.277,70","1.277,70","1.269,00","213,17K","-0,32%"
"20/05/2019","1.277,30","1.277,60","1.278,80","1.273,30","212,18K","0,13%"
"17/05/2019","1.275,70","1.287,20","1.289,00","1.274,60","264,57K","-0,82%"
"16/05/2019","1.286,20","1.297,70","1.299,30","1.284,20","282,07K","-0,89%"
"15/05/2019","1.297,80","1.298,00","1.301,70","1.293,60","247,52K","0,12%"
"14/05/2019","1.296,30","1.300,80","1.304,20","1.294,30","222,05K","-0,42%"
"13/05/2019","1.301,80","1.288,30","1.302,20","1.282,40","379,44K","1,12%"
"10/05/2019","1.287,40","1.285,00","1.290,30","1.283,90","238,64K","0,17%"
"09/05/2019","1.285,20","1.281,90","1.289,20","1.280,40","306,55K","0,30%"
"08/05/2019","1.281,40","1.285,60","1.292,80","1.280,20","302,69K","-0,33%"
"07/05/2019","1.285,60","1.282,40","1.287,30","1.279,10","251,09K","0,14%"
"06/05/2019","1.283,80","1.281,80","1.287,40","1.278,10","244,34K","0,20%"
"03/05/2019","1.281,30","1.271,60","1.283,90","1.269,00","280,32K","0,73%"
"02/05/2019","1.272,00","1.278,50","1.279,40","1.267,30","282,50K","-0,95%"
"01/05/2019","1.284,20","1.285,20","1.289,40","1.274,50","275,43K","-0,12%"
"30/04/2019","1.285,70","1.281,90","1.288,20","1.281,50","239,44K","0,33%"
"29/04/2019","1.281,50","1.289,00","1.289,10","1.279,90","208,96K","-0,31%"
"26/04/2019","1.285,50","1.277,00","1.287,20","1.276,20","0,80K","0,71%"
"25/04/2019","1.276,40","1.273,60","1.281,20","1.272,70","0,98K","-0,02%"
"24/04/2019","1.276,60","1.271,50","1.276,50","1.267,90","0,34K","0,47%"
"23/04/2019","1.270,60","1.274,40","1.275,00","1.265,90","0,73K","-0,32%"
"22/04/2019","1.274,70","1.275,30","1.278,60","1.272,90","0,13K","0,13%"
"18/04/2019","1.273,10","1.273,50","1.276,60","1.270,40","0,57K","-0,05%"
"17/04/2019","1.273,80","1.276,30","1.279,20","1.272,50","0,46K","-0,03%"
"16/04/2019","1.274,20","1.288,70","1.288,70","1.273,00","1,54K","-1,11%"
"15/04/2019","1.288,50","1.291,20","1.292,10","1.283,00","0,43K","-0,29%"
"12/04/2019","1.292,20","1.293,30","1.296,30","1.290,50","0,35K","0,13%"
"11/04/2019","1.290,50","1.308,50","1.309,10","1.290,40","1,51K","-1,51%"
"10/04/2019","1.310,30","1.305,00","1.311,00","1.301,70","0,79K","0,40%"
"09/04/2019","1.305,10","1.298,70","1.307,00","1.297,50","0,59K","0,49%"
"08/04/2019","1.298,80","1.294,40","1.304,40","1.292,70","0,94K","0,48%"
"05/04/2019","1.292,60","1.293,70","1.294,50","1.285,60","0,44K","0,09%"
"04/04/2019","1.291,40","1.291,50","1.295,70","1.282,00","1,14K","-0,07%"
"03/04/2019","1.292,30","1.293,60","1.296,00","1.290,00","1,02K","-0,02%"
"02/04/2019","1.292,50","1.288,70","1.293,80","1.286,80","0,93K","0,10%"
"01/04/2019","1.291,20","1.294,30","1.298,30","1.288,30","1,55K","-0,34%"
"29/03/2019","1.295,60","1.292,20","1.301,50","1.288,60","1,31K","0,24%"
"28/03/2019","1.292,50","1.312,60","1.314,20","1.290,50","3,66K","-1,37%"
"27/03/2019","1.310,40","1.315,40","1.318,80","1.307,30","206,26K","-0,35%"
"26/03/2019","1.315,00","1.321,50","1.323,00","1.312,10","267,17K","-0,57%"
"25/03/2019","1.322,60","1.313,30","1.324,50","1.310,60","251,98K","0,78%"
"22/03/2019","1.312,30","1.309,30","1.314,70","1.306,50","271,38K","0,38%"
"21/03/2019","1.307,30","1.312,70","1.320,20","1.302,80","332,61K","0,43%"
"20/03/2019","1.301,70","1.306,00","1.317,20","1.298,10","370,40K","-0,37%"
"19/03/2019","1.306,50","1.303,70","1.310,80","1.302,10","206,90K","0,38%"
"18/03/2019","1.301,50","1.302,00","1.306,70","1.298,00","176,49K","-0,11%"
"15/03/2019","1.302,90","1.295,60","1.306,30","1.293,70","234,65K","0,60%"
"14/03/2019","1.295,10","1.309,50","1.310,30","1.292,50","248,21K","-1,08%"
"13/03/2019","1.309,30","1.301,80","1.311,60","1.300,60","214,24K","0,86%"
"12/03/2019","1.298,10","1.293,60","1.302,60","1.292,00","203,89K","0,54%"
"11/03/2019","1.291,10","1.298,20","1.299,20","1.290,60","196,86K","-0,63%"
"08/03/2019","1.299,30","1.286,70","1.301,30","1.285,60","283,84K","1,03%"
"07/03/2019","1.286,10","1.287,30","1.289,60","1.280,80","257,92K","-0,12%"
"06/03/2019","1.287,60","1.288,80","1.291,80","1.284,30","192,93K","0,23%"
"05/03/2019","1.284,70","1.287,80","1.290,60","1.282,00","216,93K","-0,22%"
"04/03/2019","1.287,50","1.294,40","1.298,10","1.283,80","268,39K","-0,90%"
"01/03/2019","1.299,20","1.315,50","1.316,50","1.291,30","343,47K","-1,28%"
"28/02/2019","1.316,10","1.321,70","1.328,90","1.314,00","252,24K","-0,39%"
"27/02/2019","1.321,20","1.331,00","1.332,00","1.318,40","198,04K","-0,31%"
"26/02/2019","1.325,30","1.326,60","1.329,10","1.322,90","0,94K","-0,09%"
"25/02/2019","1.326,50","1.327,00","1.331,60","1.324,30","0,67K","-0,24%"
"22/02/2019","1.329,70","1.323,40","1.332,20","1.321,40","0,59K","0,39%"
"21/02/2019","1.324,60","1.338,30","1.339,70","1.320,80","1,39K","-1,45%"
"20/02/2019","1.344,10","1.339,50","1.345,70","1.335,80","1,34K","0,25%"
"19/02/2019","1.340,80","1.322,00","1.340,80","1.320,90","1,63K","-0,30%"
"18/02/2019","1.344,80","1.325,00","1.345,00","1.323,80","348,64K","1,95%"
"15/02/2019","1.319,10","1.312,70","1.322,20","1.312,20","1,03K","0,59%"
"14/02/2019","1.311,30","1.307,50","1.314,60","1.302,70","0,87K","-0,08%"
"13/02/2019","1.312,40","1.311,70","1.318,70","1.305,50","0,83K","0,08%"
"12/02/2019","1.311,30","1.307,60","1.315,40","1.307,60","0,46K","0,16%"
"11/02/2019","1.309,20","1.315,50","1.315,50","1.304,60","0,52K","-0,51%"
"08/02/2019","1.315,90","1.311,30","1.316,60","1.309,40","0,43K","0,33%"
"07/02/2019","1.311,60","1.308,00","1.313,00","1.304,00","0,98K","-0,01%"
"06/02/2019","1.311,70","1.316,40","1.316,90","1.307,40","0,56K","-0,36%"
"05/02/2019","1.316,50","1.313,50","1.318,20","1.312,20","0,28K","-0,01%"
"04/02/2019","1.316,60","1.319,60","1.320,20","1.310,00","0,98K","-0,20%"
"01/02/2019","1.319,30","1.323,20","1.325,10","1.317,80","1,16K","-0,23%"
"31/01/2019","1.322,30","1.321,80","1.328,00","1.319,40","1,43K","0,72%"
"30/01/2019","1.312,80","1.313,40","1.326,80","1.311,10","2,84K","0,30%"
"29/01/2019","1.308,90","1.302,50","1.310,80","1.301,70","213,61K","0,45%"
"28/01/2019","1.303,10","1.302,30","1.303,70","1.296,50","243,07K","0,39%"
"25/01/2019","1.298,10","1.280,10","1.303,40","1.278,90","303,84K","1,43%"
"24/01/2019","1.279,80","1.282,30","1.283,90","1.275,30","225,77K","-0,33%"
"23/01/2019","1.284,00","1.284,60","1.286,00","1.277,70","217,13K","0,05%"
"22/01/2019","1.283,40","1.280,70","1.285,00","1.276,00","318,85K","0,00%"
"21/01/2019","1.283,40","1.280,70","1.285,00","1.276,00","318,85K","0,06%"
"18/01/2019","1.282,60","1.291,90","1.292,20","1.280,10","225,57K","-0,75%"
"17/01/2019","1.292,30","1.293,90","1.295,00","1.288,30","191,98K","-0,12%"
"16/01/2019","1.293,80","1.289,60","1.295,40","1.287,60","181,39K","0,42%"
"15/01/2019","1.288,40","1.292,40","1.294,80","1.286,50","242,07K","-0,22%"
"14/01/2019","1.291,30","1.288,00","1.296,60","1.287,70","221,89K","0,14%"
"11/01/2019","1.289,50","1.287,60","1.295,70","1.287,00","210,64K","0,16%"
"10/01/2019","1.287,40","1.294,70","1.298,00","1.286,70","239,92K","-0,36%"
"09/01/2019","1.292,00","1.286,10","1.295,00","1.280,90","245,97K","0,47%"
"08/01/2019","1.285,90","1.289,90","1.291,40","1.280,20","221,92K","-0,31%"
"07/01/2019","1.289,90","1.287,00","1.297,00","1.284,10","204,68K","0,32%"
"04/01/2019","1.285,80","1.296,50","1.300,40","1.278,10","316,06K","-0,70%"
"03/01/2019","1.294,80","1.288,50","1.296,90","1.286,40","244,54K","0,83%"
"02/01/2019","1.284,10","1.285,00","1.291,00","1.280,60","235,33K","0,22%"
"31/12/2018","1.281,30","1.283,00","1.286,50","1.279,70","113,26K","-0,13%"
"28/12/2018","1.283,00","1.278,00","1.284,70","1.276,50","162,73K","0,44%"
"27/12/2018","1.277,40","1.265,30","1.277,50","1.265,30","0,48K","0,66%"
"26/12/2018","1.269,00","1.268,50","1.278,10","1.263,80","0,40K","0,09%"
"24/12/2018","1.267,90","1.258,40","1.269,60","1.258,20","0,74K","1,06%"
"21/12/2018","1.254,60","1.260,60","1.262,00","1.254,20","0,66K","-0,74%"
"20/12/2018","1.263,90","1.244,30","1.265,70","1.242,30","0,77K","0,90%"
"19/12/2018","1.252,60","1.250,00","1.258,20","1.241,60","0,60K","0,20%"
"18/12/2018","1.250,10","1.246,30","1.250,40","1.246,10","0,23K","0,15%"
"17/12/2018","1.248,20","1.236,30","1.248,30","1.236,30","0,24K","0,83%"
"14/12/2018","1.237,90","1.242,30","1.243,20","1.233,10","0,38K","-0,47%"
"13/12/2018","1.243,70","1.245,50","1.247,50","1.241,20","0,33K","-0,19%"
"12/12/2018","1.246,10","1.244,90","1.247,50","1.243,70","0,43K","0,27%"
"11/12/2018","1.242,80","1.245,70","1.250,50","1.242,30","0,50K","-0,17%"
"10/12/2018","1.244,90","1.251,40","1.251,80","1.242,60","1,59K","-0,26%"
"07/12/2018","1.248,20","1.239,10","1.251,40","1.239,10","1,56K","0,69%"
"06/12/2018","1.239,70","1.240,60","1.246,10","1.236,90","1,64K","0,05%"
